,Day,PS_Q_DAY,PS_DS_DAY,PS_VS_DAY,TPS_Q1_DAY,TPS_DS_DAY,TPS_VS_DAY,TWAS_DAF_QIN_DAY,TWAS_DAF_Q2_DAY,TWAS_DAF_DS_DAY,TWAS_DAF_VS_DAY,TWAS_CENT_Q3_DAY,TWAS_CENT_DS_DAY,TWAS_CENT_VS_DAY,SONIC_TWAS_Q_DAY,SONIC_TWAS_DDCOD_WEEK,DIGESTED_SLUDGE_QOUT_DAY,DIGESTED_SLUDGE_DS_3_PER_WEEK,DIGESTED_SLUDGE_VS_3_PER_WEEK,BIOGAS_PRODUCTION_Q_DAY,CH4CONTENT_WEEKLY,DIG_SLUDGE_DEWATER_FEED,DIG_SLUDGE_DEWATER_FECL3_DAY,DIG_SLUDGE_DEWATER_PLYMER_CONSUMPTION_3_PER_WEEK,DIG_SLUDGE_DEWATER_DS_AFTER_DEWATER_3_PER_WEEK,CAKE
403,7,706.23,1.64,85.2,159.6,1.68,86.2,241.4,,4.74,84,,,,,,406,2.15,76.1,2.878,,,5600,2.6525036378560700,30.45,
404,8,917.7,1.46,83.6,133,1.52,85.7,187,,2.68,84.1,,,,,,318,2.06,75.8,2.791,66,,4200,1.6519275370356800,29.53,
405,9,841.89,,,133,,,260,,,,,,,,,385,,,2.701,,,2800,,29.87,
406,10,408.31,,,66.5,,,265.5,,,,,,,,,340,,,2.984,,,,,,
407,11,1037.4,,,93.1,,,274.9,,5.24,87,,,,,,385,,,3.178,,,2800,,32.56,
408,12,892.43,,,133,,,229,,4.77,83.5,,,,,,334,,,2.286,,,2800,,30.83,
409,13,899.08,,,66.5,,,275.5,,3.69,83.2,,,,,,325,,,2.884,,,2800,,31.77,
410,14,804.65,1.58,87.1,66.5,3.74,89.6,237.5,,6.54,84.7,,,,,,338,2.15,77.3,2.393,,,5600,3.4711779448621600,28.86,
411,15,734.16,1.88,87.3,133,3.45,88.4,208,,4.11,85.1,,4.04,83.3,,,378,2.18,76.9,2.523,,,4200,4.227716727716730,29.49,
412,16,786.03,,,133,,,272,,,,,,,,,375,,,3.04,,,4200,,32.15,
413,17,811.3,,,66.5,,,246.5,,,,,,,,,360,,,2.863,,,4200,,31.83,
414,18,796.67,1.46,88,66.5,4.15,83.5,306.5,,,,,4.41,83.9,,,345,2.6833333333333300,79.8,4.111,,,4200,9.092072828488060,29.29,
415,19,602.49,1.35,88.6,281,1.22,87.2,274,,,,,4.6,83.1,,,569,2.455,77.3,4.482,,,4200,3.5484342053685100,28.21,
416,20,844.55,1.49,96.6,202,3.73,88.5,277,,1.9,85.3,,3.73,84,,,483,2.465,77.35,4.162,,,2800,3.6075036075036100,,
417,21,691.6,1.48,88.4,66.5,2.19,87.6,223.5,,2.28,82.7,,3.7,83.9,,,286,2.505,78,5.065,,,4200,136.19490129557200,31.95,
418,22,805.98,1.4,86.8,66.5,1.75,87.1,448.5,,3.07,82.6,,,,,,516,2.44,77.4,4.968,67,,4200,5.804645392746080,32.32,
419,23,657.02,,,133,,,234,,,,,,,,,361,,,5.014,,,1400,,,
420,24,791.35,,,159.6,,,189.4,,,,,,,,,354,,,4.652,,,2800,,31.28,
421,25,880.46,0.64,84.6,66.5,3.96,88.8,250.5,,2.17,83.5,,,,,,316,2.5650000000000000,76.4,4.444,,,2800,3.5182577892258700,,
422,26,775.39,0.28,78.6,66.5,4.85,90,213.5,,4.16,82.1,,5.25,83.5,,,265,2.275,76.2,5.08,,,2800,5.5659540437058000,32.2,
423,27,732.83,0.25,75,133,5.66,89.1,178,,1.91,81.8,,5.26,83.7,,,312,2.31,78.25,4.132,,,7000,3.7552600754847900,32.15,
424,28,923.02,0.2,70,133,5.23,88.5,201,,4.24,82.2,,4.66,85.1,,,342,2.17,75.55000000000000,3.294,,,7000,4.233823203490990,30.15,
425,1,788.69,0.58,85.2,66.5,4.53,87.8,236.5,,5.97,83.1,,4.08,82,,,311,2.03,75.9,4.084,,,2800,4.596626543570570,,
426,2,869.82,,,66.5,,,227.5,,,,,,,,,300,,,4.488,,,7000,,30.93,
427,3,782.04,,,133,,,217,,,,,,,,,350,,,4.713,,,2800,,30.96,
428,4,925.68,0.78,87.9,66.5,1.33,88.1,213.5,,4.7,84.1,,4.7,82.9,,,280,2.83,78.4,4.301,,,5600,6.4676864816383500,31.17,
429,5,671.65,1.61,86.8,66.5,1.86,86.9,147.5,,2.61,84.5,,4.87,83.4,,,203,2.435,77.7,3.887,,,5600,16.858237547892700,31.16,
430,6,863.17,2.03,88.6,133,4.57,87.4,189,,4.73,83.7,,3.39,83.2,,,323,2.4050000000000000,77.6,4.878,,,8400,7.259751445797960,30.84,
431,7,1005.48,2.74,85.7,133,2.9,86.1,138,,4.74,84,,4.01,82,,,278,2.455,77.05,4.549,,,7000,9.921726900262950,30.85,
432,8,711.55,1.52,86.5,66.5,1.47,86.8,271.5,,2.68,84.1,,4.98,83.6,,,307,2.395,77.75,3.692,,,7000,8.919490943074680,30.32,
433,9,792.68,,,66.5,,,192.5,,,,,,,,,277,,,4.067,,,5600,,31.55,
434,10,847.21,,,133,,,157,,,,,,,,,301,,,3.596,,,5600,,31.77,
435,11,759.43,2.35,88.3,133,3.55,88.5,143,,5.24,87,,4.13,83.4,,,269,2.32,78.3,3.182,,,4200,8.661186142102170,32.44,
436,12,816.62,1.47,88.7,133,4.82,90.6,150,,4.77,83.5,,3.39,83.5,,,285,2.45,77.9,3.436,,,8400,9.070580013976240,32.78,
437,13,690.27,2.23,89.8,199.5,5.43,89,158.5,,3.69,83.2,,4.52,83.6,,,366,2.3900000000000000,77.35,5.425,,,5600,11.096577842750000,32.51,
438,14,816.62,2.03,87.1,199.5,5.61,90.3,169.5,,6.54,84.7,,4.38,83.5,,,390,2.215,78.05,5.732,,,8400,5.8546002363490400,32.25,
439,15,1090.6,2.47,86.4,199.5,5.89,88.6,187.5,,4.11,85.1,,3.55,84.6,,,369,2.32,78.2,4.59,69,,5600,8.421735604217360,31.08,
440,16,824.6,,,199.5,,,132.5,,,,,,,,,347,,,3.654,,,2800,,30.18,
441,17,767.4,,,192,,,0,,,,,,,,,187,,,2.958,,,4200,,30.65,
442,18,702.24,1.44,89,179.5,2.42,88.7,9.5,,,,,,,,,186,2.6950000000000000,80.4,2.552,,,5600,,30.16,
443,19,913.71,1.65,88,199.5,2.61,88.4,145.5,,,,,6.76,83.4,,,347,2.1950000000000000,76.30000000000000,2.924,,,4200,,30.39,
444,20,997.5,1.62,86.7,199.5,3.75,88.6,339.5,,1.9,85.3,,2.8,82.9,,,540,1.9433333333333300,75.86666666666670,3.01,,,5600,10.061235563134600,30.34,
445,21,840.56,1.99,87.4,199.5,3.23,88.7,190.5,,2.28,82.7,,4.32,83.6,,,400,2.06,77.2,3.101,,,5600,14.942211170972100,30.24,
446,22,933.66,1.57,86.2,199.5,3.68,88.2,198.5,,3.07,82.6,,4.47,81.3,,,394,2.09,76.6,3.178,68,,,10.649906874851300,,
447,23,883.12,,,199.5,,,101.5,,,,,,,,,288,,,5.044,,,,,,
448,24,937.65,,,199.5,,,308.5,,,,,,,,,517,,,3.09,,,,,,
449,25,908.39,0.09,100,199.5,2.45,89.1,205.5,,2.17,83.5,,4.12,80.8,,,410,1.79,77.2,2.858,,,4200,14.55369056028350,31.67,
450,26,811.3,0.07,66.7,199.5,2.18,88.4,154.5,,4.16,82.1,,3.22,81.4,,,355,1.86,75.8,3.407,,,5600,10.097709733632100,29.34,
451,27,562.59,1.2,86.5,199.5,1.36,86.8,249.5,,1.91,81.8,,4.63,82.5,,,435,1.88,75.2,3.141,,,5600,13.61886075816560,31.76,
452,28,782.04,0.1,80,199.5,1.41,87.9,355.5,,4.24,82.2,,3.26,81.5,,,548,2.81,76.3,3.609,,,5600,4.305655069925430,29.46,
453,29,759.43,,,199.5,,,313.5,,,,,,,,,508,,,3.575,,,5600,,31.16,
454,30,869.82,,,199.5,,,282.5,,,,,,,,,483,,,3.52,,,2800,,31.34,
455,31,864.5,,,199.5,,,229.5,,,,,,,,,444,,,3.803,,,4200,,31.6,
456,1,724.85,,,199.5,,,305.5,,,,,,,,,537,,,3.532,,,2800,,28.7,
457,2,961.59,1.33,86.8,199.5,1.59,86.3,330.5,,6.13,83.7,,3.72,80.9,,,481,2.13,77.4,3.8,,,4200,2.344561727374360,31.2,
458,3,799.33,2.19,87.9,199.5,2.03,87.5,360.5,,1.09,83.3,,,,,,477,2.035,77.7,4.499,,,5600,12.088205728537100,31.2,
459,4,992.18,,,66.5,,,342.5,,,,,,,,,371,,,3.64,,,4200,,30.2,
460,5,730.17,1.64,88.8,66.5,1.72,87.9,407.5,,2.48,82.6,,2.74,82.2,,,393,1.785,78.25,3.125,,,4200,4.700178112012670,30.2,
461,6,876.47,,,159.6,,,370.4,,,,,,,,,457,,,2.622,,,4200,,30.6,
462,7,586.53,,,133,,,320,,,,,,,,,390,,,2.27,,,3220.0000000000000,,30.4,
463,8,937.65,2.98,88.1,133,6.27,89.1,310,,4.46,82.8,,,,,,469,1.92,74.9,2.377,,,5180,3.435556198466660,31.1,
464,9,602.49,2.22,86.5,66.5,5.39,88.8,359.5,,4.64,82.2,,3.43,82.6,,,408,2.035,73.95,2.438,,,5600,2.8475852477099400,30.1,
465,10,730.17,0.75,87.8,66.5,3.85,88.1,354.5,,,,,,,,,432,1.975,75.6,3.26,,,5600,,30.4,
466,11,646.38,1.27,87.9,133,4.55,87.1,329,,3.96,83.3,,3.54,83.2,,,454,2.09,75.45,3.01,,,5740.000000000000,3.645881305455770,29.4,
467,12,496.09,0.75,85.4,66.5,4.44,85.6,336.5,,5.2,82.9,,3.26,82.5,,,405,2.135,78.1,3.998,67,,4340,2.714595953823290,30.1,
468,13,766.08,,,133,,,319,,,,,,,,,450,,,3.285,,,2800,,30.4,
469,14,775.39,,,66.5,,,343.5,,,,,,,,,411,,,3.24,,,2800,,30.7,
470,15,828.59,1.06,84.6,133,3.45,86.3,385,,4.72,82.9,,3.03,83.3,,,511,2.3,78.65,3.444,,,4200,2.6139115122166000,28.5,
471,16,958.93,1.46,85.2,93.1,3.93,87.1,303.9,,5.23,83.2,,2.95,82.1,,,408,2.255,77.30000000000000,3.304,,,5600,2.988554778950760,31.4,
472,17,582.54,0.74,87,172.9,4.52,88.3,338.1,,2.7,83.4,,,,,,480,2.4050000000000000,80.35,2.882,,,5600,5.203369592603550,31.4,
473,18,808.64,3.29,86.4,106.4,3.98,87.1,248.6,,4.07,83.9,,3.38,81.8,,,353,2.3900000000000000,79.65,2.963,,,5600,4.694594396927460,,
474,19,731.5,1.9,,172.9,4.06,,306.1,,3.59,,,4.27,,,,476,2.21,,2.884,,,5600,4.322508255990770,30,
475,20,1008.14,,,93.1,,,219.9,,,,,,,,,323,,,3.087,,,5600,,30.1,
476,21,751.45,,,106.4,,,286.6,,,,,,,,,390,,,3.553,,,4200,,30.6,
477,22,772.73,0.17,,66.5,2.97,,283.5,,4.19,,,4.18,,,,346,2.255,,3.211,,,5600,3.9987709041010600,29.3,
478,23,763.42,0.1,,133,2.72,,212,,4.17,,,4.15,,,,356,2.45,,2.675,,,5600,5.373060042532010,30.4,
479,24,868.49,0.25,,66.5,3.63,,321.5,,5.85,,,4.09,,,,394,2.43,,2.81,,,4760,2.5255546250880600,30.4,
480,25,823.27,0.22,,133,3.3,,272,,5.48,,,4.02,,,,304,2.705,,2.921,,,2940,3.18672176899957,32.2,
481,26,925.68,0.13,,66.5,3.19,,292.5,,4.9,,,4.08,,,,361,2.14,,2.707,67,,5180,3.3141461712890300,30.7,
482,27,863.17,,,133,,,281,,,,,,,,,409,,,2.592,,,2800,,30.7,
483,28,828.59,,,66.5,,,232.5,,,,,,,,,288,,,2.992,,,4200,,31.1,
484,29,977.55,2.84,,66.5,3.43,,307.5,,6.12,,,4.23,,,,364,3.0250000000000000,,3.134,,,4900,2.52404484829162,32.8,
485,30,889.77,1.45,,66.5,1.56,,288.5,,5.32,,,4.26,,,,346,2.36,,3.087,,,4200,3.0948254518445200,32,
486,1,994.84,,,66.5,,,356.5,,,,,,,,,430,,,3.37,,,7000,,28.7,
487,2,734.16,1.69,,66.5,1.69,,288.5,,5.43,,,4.36,,,,359,2.21,,3.178,,,7000,3.335858907994230,32.7,
488,3,767.41,2.01,,66.5,1.37,,253.5,,5.1,,,4.83,,,,311,2.84,,3.494,,,4200,4.042082570764520,29.1,
489,4,686.28,,,159.6,,,265.4,,,,,,,,,437,,,3.369,,,2520,,31,
490,5,291.27,,,133,,,260,,,,,,,,,392,,,4.2,,,2520,,30.8,
491,6,708.89,2.5,,133,5.18,,296,,7.07,,,3.46,,,,423,2.97,,4.15,,,2800,2.4971360008089500,30.5,
492,7,670.32,2.93,,66.5,5.21,,247.5,,6.26,,,4.4,,,,317,2.955,,4.694,,,5600,3.3729024762725700,32.2,
493,8,857.85,2.38,,133,5,,270,,5.13,,,4.38,,,,403,2.86,,4.364,,,4200,3.772873042822110,31.4,
494,9,764.75,2.13,,133,3.66,,248,,5.45,,,4.17,,,,379,2.798,,4.325,,,5600,3.8663853592874400,28.9,
495,10,861.84,1.37,,66.5,5.15,,262.5,,6.1,,,4.31,,,,332,2.4300000000000000,,4.055,,,4200,3.263579360882380,29.2,
496,11,691.6,,,66.5,,,240.5,,,,,,,,,311,,,4.721,,,7000,,29,
497,12,825.93,,,159.6,,,227.4,,,,,,,,,392,,,4.375,,,2800,,28.5,
498,13,758.1,3.23,,159.6,3.75,,237.4,,3,,,4.25,,,,391,2.665,,3.91,,,2800,7.337554691958580,29.2,
499,14,881.79,3.13,,66.5,4.65,,233.5,,5.2,,,4.12,,,,302,2.69,,3.864,,,2800,4.303909118442520,31.7,
500,15,492.1,0.14,,66.5,2.77,,100.5,,6.23,,,4.19,,,,394,2.73,,5.017,,,4200,8.346400344366300,32.4,
501,16,744.8,1.68,,159.6,3.42,,213.4,,5.17,,,3.49,,,,373,2.69,,5.591,,,4200,4.73661801614181,31.6,
502,17,880.46,,,159.6,,,165.4,,,,,,,,,325,,,4.855,,,4200,,30.8,
503,18,759.43,,,93.1,,,82.9,,,,,,,,,170,,,3.312,,,1400,,30.9,
504,19,750.12,,,133,,,170,,,,,,,,,314,,,3.665,,,2800,,30.6,
505,20,903.07,0.19,,133,7.79,,272,,7.09,,,6.09,,,,412,2.4700000000000000,,2.711,,,2800,2.709805884226390,31,
506,21,587.86,0.1,,133,2.58,,258,,7.49,,,5.56,,,,378,3.03,,3.649,,,4200,2.704280876627700,31.1,
507,22,965.58,,,66.5,,,244.5,,,,,3.75,,,,310,,,3.366,,,2800,,31,
508,23,857.85,0.08,,66.5,3.44,,270.5,,5.63,,,3.08,,,,332,2.45,,3.008,,,4200,3.4314498521670000,30.5,
509,24,849.87,,,133,,,178,,,,,,,,,333,2.39,,3.424,71,,4200,,,
510,25,940.31,,,133,,,233,,,,,,,,,352,,,2.898,,,1400,,31.1,
511,26,682.29,,,66.5,,,196.5,,,,,,,,,262,,,2.783,,,2800,,30.8,
512,27,783.37,0.92,84.3,66.5,3.9,85.9,234.5,,6.31,82,,5.95,81.3,,,307,2.57,76.2,2.843,,,5600,3.531678117188270,30.5,
513,28,694.26,1.52,85.5,133,1.51,84.1,249,,5.04,82.3,,4.43,81.5,,,377,2.51,76.4,2.797,,,5600,4.164121925489980,31.2,
514,29,1078.63,1.47,85.7,133,1.53,84.8,283,,5.68,81.7,,5.01,,,,347,2.425,73.85,3.343,,,5600,3.2510118272613,30.5,
515,30,1147.79,1.42,86.5,66.5,1.42,83.5,216.5,,5.31,81.6,,,,,,292,2.295,74,2.966,,,5600,4.54570134489625,31.6,
516,31,988.19,1.34,84.6,66.5,1.45,84.6,134.5,,3.28,81.3,,,,,,210,2.44,75.7,3.169,,,5600,11.84560352618760,,
517,1,1045.38,,,133,,,185,,,,,,,,,309,,,2.568,,,4060,,29.4,
518,2,985.53,,,133,,,220,,,,,,,,,345,,,2.841,,,3220.0000000000000,,29.7,
519,3,940.31,2.56,78.7,66.5,4.17,86.5,264.5,,3.63,81.9,,,,,,347,3,68.4,2.913,,,4200,5.342998640816140,28.9,
520,4,1005.48,0.73,85,66.5,2.38,87,201.5,,6.2,81.5,,3.65,80.2,,,264,2.3500000000000000,75.1,2.73,,,5880,4.106299527735530,29.7,
521,5,1081.29,0.36,87,133,5.61,87.7,287,,7.09,83,,3.78,82.1,,,396,1.935,76.4,2.523,,,5600,2.5210951283399600,30.6,
522,6,796.67,2.16,85.3,133,3.47,85.8,268,,4.65,80.6,,3.48,80.1,,,416,2.205,73.85,2.578,,,5600,4.11651420317766,30.8,
523,7,1037.4,2.39,86.3,66.5,5.79,85.16,248.5,,3.1,80.3,,3.58,80.4,,,309,2.185,74.1,2.622,,,1400,6.6593107029272400,30.3,
524,8,876.47,,,66.5,,,267.5,,,,,,,,,349,,,2.589,,,1400,,31.5,
525,9,1050.7,,,133,,,261,,,,,,,,,391,,,2.304,,,4200,,32,
526,10,1185.03,1.88,86.7,159.6,2.58,88.3,218.4,,2.25,80.9,,3.82,80.9,,,361,2.37,76.25,3.287,,,4480,10.439560439560400,30.9,
527,11,1001.49,1.49,83.9,110.39,3.26,86,222.61,,2.76,81.4,,3.85,80.3,,,358,2.3450000000000000,76.15,2.355,,,5600,8.349560451794230,30.8,
528,12,993.51,,,66.5,,,259.5,,,,,,,,,326,,,2.553,,,7000,,30.1,
529,13,996.17,1.38,86.7,133,1.79,84.7,277,,3.84,81.2,,4.29,81.3,,,409,2.4,75.6,2.797,,,7000,4.82287906137184,30.7,
530,14,990.85,1.26,84,159.6,3.84,86,257.4,,3.67,81,,3.82,82.6,,,405,2.3450000000000000,76.5,2.645,,,7000,5.43053676568663,28.5,
531,15,791.35,,,66.5,,,363.5,,,,,,,,,425,,,2.298,,,8400,,29.5,
532,16,1004.15,,,133,,,344,,,,,,,,,432,,,2.835,,,6440.000000000000,,29.4,
533,17,893.76,0.1,83,219.45,2.3,86,281.55,,4.3,81,,3.8,80,,,514,2.25,77,2.835,,,4200,4.2373406351055,28.6,
534,18,1243.55,0.07,67,133,2.6,87,245,,5.4,81,,4.4,81,,,377,2.45,76,3.271,,,7700,3.877551020408160,31.5,
535,19,831.25,0.06,66.7,66.5,2.2,86.3,302.5,,4,81.6,,4.6,80.6,,,353,2.2,76.4,2.517,,,7840.000000000000,4.239669421487600,30.4,
536,20,920.36,0.09,80,66.5,2.19,86.3,272.5,,5.1,81,,4.3,80.6,,,339,2.045,73.45,2.273,,,6440.000000000000,3.691311386940100,30.3,
537,21,1028,0.05,66.7,133,1.48,88.6,232,,4.66,80.7,,4.34,80.4,,,364,2.635,74.6,2.444,70,,5600,4.745079177149620,30.6,
538,22,855.19,,,133,,,299,,,,,,,,,439,,,2.189,,,4200,,29.5,
539,23,790.02,,,66.5,,,281.5,,,,,,,,,325,,,2.394,,,4200,,29.7,
540,24,1098.58,0.64,85.4,66.5,1.86,86.6,373.5,,6.86,81.7,,4.13,80.9,,,469,2.5950000000000000,79.15,2.703,,,5880,2.002177807439670,30.5,
541,25,978.88,1.36,84.5,133,1.39,85.7,247,,3.56,80.9,,3.89,80.7,,,372,2.38,76,2.752,,,2800,5.8340535868625700,29.2,
542,26,970.9,1.55,83.8,133,3.36,86.7,205,,4.67,80.7,,2.89,80.6,,,332,2.49,75.65,2.281,,,5600,5.358541808116150,31.3,
543,27,881.79,1.19,84.3,66.5,1.76,84.7,251.5,,3.83,80.5,,3.75,80.1,,,325,2.41,76.70000000000000,2.522,,,4200,5.325747862693290,32.9,
544,28,1137.15,1.2,84,66.5,2.23,76.7,266.5,,4.05,80.5,,3.63,80,,,329,2.34,76.95,2.224,,,5600,4.752970606629140,29.3,
545,29,970.9,,,133,,,322,,,,,,,,,465,,,2.408,,,7000,,29.3,
546,30,865.83,,,133,,,231,,,,,,,,,353,,,3.021,,,3500,,29.1,
547,1,986.86,,,66.5,,,233.5,,,,,,,,,302,,,2.159,,,1400,,28.68,
548,2,896.42,2.2,86.8,66.5,3.61,86.8,250.5,,3.49,81.1,,4.24,80.3,,,322,2.2200000000000000,76.3,2.738,,,6300,6.527291105929370,29.01,
549,3,903.07,1.23,85.2,133,2.98,86.2,210,,3.76,81,,3.95,79.4,,,458,2.19,75.9,2.475,,,5040,7.227015720495470,29.04,
550,4,968.24,1.87,86.7,133,3.37,85.8,242,,3.25,81,,3.21,79.6,,,367,2.2800000000000000,75.6,2.669,,,5880,7.255501097143330,30.35,
551,5,920.36,1.96,86.4,66.5,4.72,86.7,223.5,,3.85,80.9,,3.97,79.4,,,293,2.245,76.05,1.936,,,5040,6.631745969264910,29.91,
552,6,1045.38,,,66.5,,,192.5,,,,,,,,,265,,,2.421,,,1400,,29.5,
553,7,867.16,,,133,,,223,,,,,,,,,351,,,2.559,,,5600,,30.3,
